Title,Power,Type,Time,LocationLat,LocationLon
Tasiast mine solar farm,34,Solar,2023,20.5504,-15.511
Ayémé Plaine solar farm,60,Solar,2023,0.2293,9.5315
Benban Scatec solar farm,65,Solar,2019,24.403,32.705
Bui solar farm,30,Solar,2023,8.7896,-1.468
Bui Floating solar farm,50,Solar,2022,8.2794,-2.2363
Sakal solar farm,20,Solar,2018,15.857,-16.224
Pulida Solar Park,83,Solar,2017,-29.0438,24.9256
Ambatolampy solar farm,20,Solar,2018,-19.489,47.445
Snake Island Integrated Free Zone solar farm,20,Solar,2023,6.4246,3.3344
Benguela solar farm,97,Solar,2022,-12.9267,14.759
Itimpi solar farm,64,Solar,2023,-12.8186,28.237
Ain Skhouna Solar,30,Solar,2016,34.532,0.804
Solar 1000,50,Solar,2023,31.247,-0.6817
Mariental solar farm,46,Solar,2021,-23.6528,18.0272
Ambatolampy solar farm,20,Solar,2022,-19.489,47.445
Ras El Oued solar farm,20,Solar,2014,28.001,3.001
Baía Farta solar farm,96,Solar,2022,-12.6217,13.1807
Fas solar farm,500,Solar,2023,30.012,31.7456
Kenhardt solar farm,180,Solar,2023,-29.3595,21.1504
De Aar (Globeleq) solar farm,45.6,Solar,2014,-30.6234,24.0283
Sheikh Mohamed Bin Zayed solar farm,30,Solar,2021,8.3078,1.0103
Sidi Bennour Solar,48,Solar,2023,32.6524,-8.4277
Bokpoort Concentrated Solar Project,50,Solar,2016,-28.7333,21.9955
Nabq Global solar farm,10,Solar,2022,27.9629,34.3589
Kesses solar farm,40,Solar,2022,0.4304,35.4032
Diass solar farm,23,Solar,2022,14.652,-17.103
Siwa Solar PV Plant,10,Solar,2015,29.178,25.516
Long Draw Solar,225,Solar,2020,32.7414,-101.6218
Sol Do Cerrado Solar Project,34,Solar,2022,-15.3591,-43.8072
Etonia Creek solar farm,74,Solar,2023,29.7672,-81.7775
Victory Pass Solar,200,Solar,2023,33.701,-115.3163
Mariel solar farm,38.7,Solar,2021,22.946,-82.724
Sol Do Sertão Solar Complex,27,Solar,2021,-12.3253,-42.6241
Sol Do Futuro Solar Plant,27,Solar,2019,-3.9621,-38.3976
Hope Mills solar farm,78,Solar,2016,34.9182,-78.9436
North Star (D.E. Shaw) Solar Project,100,Solar,2016,45.486,-92.889
Coaldale solar farm,22,Solar,2022,49.7272,-112.623
Mendubim Solar Project,37,Solar,2023,-5.625,-37.0555
Hoot Lake Solar Project,50,Solar,2023,46.2906,-96.0433
El Roble solar farm (Colombia),20,Solar,2021,4.0999,-72.9088
Ocotillo Wells solar farm,52,Solar,2023,33.0747,-116.0912
Monte Plata Solar Plant,42.2,Solar,2023,18.8101,-69.7875
Beacon Solar Plant,47,Solar,2017,35.2658,-117.9992
Altiplano 200 Solar Power Plant,107,Solar,2021,-24.074,-66.9261
Desert Sunlight 300 solar farm,40,Solar,2013,33.8231,-115.3939
Bom Nome Solar Plant,65,Solar,2022,-7.8853,-38.7054
Amanecer Solar Cap Power Plant,100,Solar,2014,-27.119,-70.1715
Greensville County Solar Project,80,Solar,2020,36.6401,-77.57
Arlington Energy Center (NextEra) solar farm,133,Solar,2023,33.6909,-114.7749
Solar Electric Generating Station,80,Solar,1990,35.033,-117.338
California Valley Solar Ranch,21,Solar,2012,35.3237,-119.9166
Silver State Solar Power South,36,Solar,2016,35.604,-115.341
Solar Gen 2 Solar Facility,54,Solar,2014,33.142,-115.468
Huarajone PV Solar Plant,200,Solar,2023,-14.8813,-70.5899
Golinda Solar,100,Solar,2023,31.3467,-97.0828
Ranchland Solar,60,Solar,2017,36.4726,-76.1541
Indiana Crossroads solar farm,200,Solar,2023,40.7263,-86.852
Sol Do Cerrado Solar Project,32,Solar,2022,-15.4255,-43.818
Abril Photovoltaic Solar Project,134.6,Solar,2022,30.828,-112.672
Charlie Creek Solar Power Plant,75,Solar,2022,27.6398,-81.6544
Lar Do Sol Solar Plant,50,Solar,2022,-17.3763,-44.6735
Fort Gordon Solar Facility,30,Solar,2016,33.3866,-82.1401
West Of The Pecos Solar,100,Solar,2019,31.79,-103.865
Shirer Branch Solar Energy Center,74,Solar,2023,30.3962,-85.2797
San Juan Solar Plant,100,Solar,2022,10.8148,-73.0845
Arica-Parinacota (Mytilineos) solar farm,109,Solar,2023,-18.518,-69.6649
Nova Olinda Solar Power Plant,30,Solar,2017,-8.1898,-42.5643
Endless Caverns solar farm,31,Solar,2023,38.6136,-78.6771
Mccoy Solar Energy Project Hybrid,42,Solar,2016,33.6947,-114.7397
Temperance Solar,20,Solar,2020,41.753,-83.524
Don Jose Solar Plant,250,Solar,2018,21.3433,-100.592
Los Rastrojos solar farm,141,Solar,2023,-30.0016,-71.2192
La Pimienta solar farm,300,Solar,2022,18.028,-91.659
Chañares Solar Plant,40,Solar,2014,-26.375,-70.0801
Whitehouse solar farm,20,Solar,2016,38.023,-77.972
Abw Solar Walpole,20,Solar,2013,42.9378,-80.1447
Fusion Solar Center,20,Solar,2018,41.642,-72.049
Grassfield Solar,20,Solar,2022,36.663,-76.338
Antelope Dsr solar farm,105,Solar,2018,34.752,-118.315
Ghost Orchid Solar Energy Center,74,Solar,2022,26.4172,-81.0353
Amherstburg Solar Park,20,Solar,2011,42.1658,-83.0849
Solidago (ENGIE) Solar,50,Solar,2022,39.3952,-75.7535
Aura Solar,32,Solar,2018,24.0588,-110.3228
Domeyko Solar Park,70,Solar,2023,-33.4665,-70.673
Illari solar farm,112.2,Solar,2023,-16.4353,-71.836
Ruff Solar,22,Solar,2020,35.292,-81.783
Blythe (NextEra) solar farm,32,Solar,2016,33.674,-114.744
Água Vermelha solar farm,30,Solar,2019,-19.8663,-50.3788
Cork Oak Solar,20,Solar,2017,36.371,-77.571
Sol Do Cerrado Solar Project,50,Solar,2022,-15.4082,-43.8192
Sunshine Valley Solar,104,Solar,2019,36.518,-116.497
Caldeirão Grande solar farm,30.9,Solar,2022,-7.395,-40.5836
Futura Solar Complex,31,Solar,2022,-9.6688,-40.6758
Elm Branch Solar 1,135,Solar,2021,32.2326,-96.7061
Floresta Photovoltaic Solar Power Plant,22,Solar,2017,-4.9756,-36.9052
Guajiro Solar Plant,129.5,Solar,2019,20.1872,-99.736
Pavant Solar 3,20,Solar,2016,39.157,-112.371
Briel Farm solar farm,20,Solar,2021,37.5236,-77.2636
Bayshore Solar,20,Solar,2017,34.6678,-118.2981
Domeyko Solar Park,135,Solar,2023,-33.4665,-70.673
Dothan Solar Project,80,Solar,2023,31.2307,-85.5347
Taygete Energy Project solar farm,204,Solar,2023,31.186,-103.128
Janaúba Solar Complex,50,Solar,2022,-15.9248,-43.469
Tres Bahias Solar,195,Solar,2023,28.6885,-96.5098
Maplewood (Canadian Solar) solar farm,222,Solar,2021,30.9766,-102.2578
Spring Coulee Solar Project,42,Solar,2023,49.2875,-113.1599
Innovative Solar 43,51,Solar,2016,34.5301,-78.3048
Meridian solar farm,52,Solar,2019,32.454,-88.5495
2W Permian Solar Project Hybrid,420,Solar,2021,32.1164,-102.5283
Fighting Jays Solar Project,228,Solar,2022,29.345,-95.728
Alejandría Solar Project,150,Solar,2022,5.5508,-74.004
Sertão Solar Barreiras Complex,117,Solar,2020,-12.047,-45.069
Nabusimake solar farm,100,Solar,2023,10.4631,-74.6158
Sun City Project solar farm,20,Solar,2011,35.9831,-120.1103
Eden Solar,48,Solar,2015,35.1485,-79.6364
Penn solar farm,20,Solar,2023,40.7925,-76.9051
São Gonçalo Solar Park,43,Solar,2022,-10.107,-45.2701
Copper Mountain Solar 4,42,Solar,2016,35.7822,-114.9754
Ivanpah Solar Electric Generating System,130,Solar,2013,35.5808,-115.4825
Buckingham solar farm,20,Solar,2021,37.5064,-78.381
Blue Heron Solar,74,Solar,2020,26.7016,-81.1292
Cove Mountain Solar,58,Solar,2020,37.6231,-113.6192
Sunflower County solar farm,100,Solar,2022,33.7578,-90.5365
Regan Solar,20,Solar,2022,42.9547,-74.3131
Janaúba Solar Complex,50,Solar,2022,-15.9493,-43.5274
Blythe (NextEra) solar farm,32,Solar,2016,33.674,-114.744
Blue Elk Solar,20,Solar,2023,41.919,-83.996
Pioneer Solar,80,Solar,2021,39.7616,-104.459
Macbeth Solar,20,Solar,2022,43.437,-86.353
Techren Solar,50,Solar,2020,35.8997,-114.9263
Planeta Rica Solar Park,27,Solar,2022,8.4415,-75.6025
Victor Phelan Solar One,20,Solar,2013,34.5123,-117.4775
Lavras Solar Project,27,Solar,2022,-3.8033,-38.9182
Janaúba Solar Complex,50,Solar,2022,-15.939,-43.525
Solana Solar Generating Station,125,Solar,2013,32.9223,-112.9559
Cypress Pond Solar,74,Solar,2023,30.4213,-85.441
Pampa Tigre Solar PV Project,100,Solar,2022,-22.4559,-68.9275
Chipola River Solar Energy Center,74,Solar,2023,30.4546,-85.2785
São Gonçalo Solar Park,43,Solar,2022,-10.1161,-45.2738
Virginia Line Solar,35,Solar,2023,36.5238,-78.2854
Adobe Solar,20,Solar,2014,35.1028,-118.9544
Dougherty County Solar,120,Solar,2019,31.512,-84.0445
Horus Energy PV Solar Plant,35,Solar,2015,14.0533,-90.3544
Hooper Solar,52,Solar,2015,37.6919,-105.9908
Sobrado solar farm,30,Solar,2019,-9.3812,-41.8121
Little Bear solar farm,20,Solar,2020,36.716,-120.415
Branscomb Solar,20,Solar,2021,42.963,-73.5867
Prineville Solar Energy,46,Solar,2021,44.268,-120.878
Phoebe Solar,250,Solar,2019,31.8434,-102.8683
Solem Solar Power Plant,140,Solar,2019,21.8942,-102.076
Remolino solar farm,99.9,Solar,2022,10.6552,-74.5975
Baxley solar farm,25,Solar,2020,31.8777,-82.3339
Desert Sunlight 300 solar farm,20,Solar,2014,33.8231,-115.3939
Sol Do Futuro Solar Plant,27,Solar,2019,-3.9553,-38.395
Los Llanos Solar Forest,27,Solar,2023,3.464,-73.1386
Albany County solar farm,20,Solar,2023,42.5155,-73.8335
Switchgrass Solar,70,Solar,2023,36.6765,-76.5859
Payne Creek Solar,70,Solar,2018,27.6646,-81.9642
Egret Solar Center,74,Solar,2020,30.295,-82.186
Briar Creek Solar,127,Solar,2021,32.0675,-96.5851
Searcy Solar Hybrid,100,Solar,2022,35.233,-91.69
La Dorada (Enerfin) solar farm,129,Solar,2023,5.4679,-74.6745
Greenstone Solar,20,Solar,2023,41.942,-85.122
Agua Caliente Solar Project,91,Solar,2012,32.9774,-113.4945
Desert Sunlight 300 solar farm,20,Solar,2013,33.8231,-115.3939
Route 66 Energy Center solar farm,50,Solar,2022,35.0984,-107.6146
Bolivar PV Solar Forest,20,Solar,2023,10.6409,-75.0016
Baldy Mesa Solar,150,Solar,2023,34.6092,-117.4543
Juazeiro Solar PV Plant,30,Solar,2018,-9.5319,-40.4878
Cool Springs Solar,213,Solar,2021,30.7479,-84.6805
Camilla Solar Energy Project,171,Solar,2020,31.2696,-84.2287
Bom Nome Solar Plant,65,Solar,2022,-7.8839,-38.6947
Mount solar farm (United States),34,Solar,2014,32.662,-115.577
Pullman Solar,20,Solar,2022,42.4716,-86.0969
Central Antelope Dry Ranch solar farm,20,Solar,2016,34.7205,-118.3005
Rippey Solar,59,Solar,2020,33.5493,-97.1798
Hokes solar farm,20,Solar,2023,39.9373,-76.771
La Unión Solar Park,100,Solar,2023,8.2705,-75.0095
Lavras Solar Project,27,Solar,2022,-3.7951,-38.9182
TA-High Desert solar farm,20,Solar,2013,34.7089,-118.3047
Bell Ridge Solar,74,Solar,2023,29.7187,-82.7108
Solar Sault Ste. Marie,40,Solar,2011,46.548,-84.281
Rio Escondido Solar Park,145,Solar,2021,-27.879,-70.195
Desert Sunlight 250 solar farm,25,Solar,2014,33.8055,-115.3947
Bay Tree solar farm,70,Solar,2021,34.705,-78.401
Springbok solar farm,90,Solar,2019,35.1712,-118.0017
Grizzly Ridge Solar,100,Solar,2023,31.7382,-98.2137
Caprock Solar,25,Solar,2016,34.984,-103.623
Humaco solar farm,20,Solar,2023,18.1346,-65.8223
Fort Drum Energy Center solar farm,74,Solar,2021,27.616,-80.791
Hesperus Solar,155,Solar,2023,37.2863,-108.0618
Futura Solar Complex,31,Solar,2022,-9.6812,-40.6608
Lavras Solar Project,20,Solar,2022,-3.7994,-38.9356
Valentine Solar,111,Solar,2019,34.9042,-118.3843
São Gonçalo Solar Park,50,Solar,2020,-10.1058,-45.2788
Black Bear Solar,100,Solar,2023,32.197,-86.3273
Solar Star 1,33,Solar,2015,34.8181,-118.4036
Sol Do Cerrado Solar Project,40,Solar,2022,-15.3651,-43.7946
Boa Hora Solar Plant,23,Solar,2019,-19.873,-50.8905
Las Viborillas solar farm,137,Solar,2019,21.8432,-101.719
Partin Solar,50,Solar,2023,36.268,-80.8219
El Mayo Photovoltaic solar farm,126,Solar,2021,26.887,-109.362
Coremas Solar Complex,27,Solar,2022,-6.9498,-38.0024
Taylor County Solar,148,Solar,2016,32.5831,-84.2972
Barilla Solar,30,Solar,2015,30.9601,-103.35
Pirapora Solar Complex,112,Solar,2017,-17.4086,-44.8736
La Cumbre PV solar farm,22,Solar,2018,-33.3298,-66.1691
Assembly Solar Project,79,Solar,2022,43.021,-83.932
Nonogasta Solar Park,42,Solar,2018,-29.3277,-67.4261
El Paso PV Solar Park,86,Solar,2023,9.7815,-73.7201
Elena PV solar farm,76.8,Solar,2023,-23.6231,-70.376
Elektron Solar,80,Solar,2023,40.8683,-112.7034
El Naranjal Solar Plant,59,Solar,2017,-31.2603,-57.8739
Guañizuil solar farm,92,Solar,2019,-30.3563,-69.2856
Cuyoaco solar farm,220.8,Solar,2020,19.5848,-97.5922
Barlow Trail solar farm,27,Solar,2023,50.9507,-113.982
Apple Data Center solar farm,21,Solar,2013,35.5881,-81.252
Uyuni PV Solar Plant,60,Solar,2018,-20.5766,-66.7696
Black Mesa Solar,40,Solar,2023,42.9074,-115.1815
Wing Solar,80,Solar,2023,31.0078,-86.5919
San Luis Valley Solar Ranch,35,Solar,2011,37.6945,-105.9276
Gaskell West 2&3 solar farm,20,Solar,2023,34.8279,-118.5682
Lost Hills-Blackwell solar farm,20,Solar,2015,35.6201,-119.85
Sandstone Solar,45,Solar,2015,33.041,-111.452
Peony (Pine Gate) solar farm,39,Solar,2018,33.502,-81.254
Desert Sunlight 250 solar farm,23,Solar,2013,33.8055,-115.3947
Bluemex Power Solar Project,120,Solar,2019,27.9973,-110.713
Silver State Solar Power South,35,Solar,2016,35.604,-115.341
Kelford solar farm,20,Solar,2015,36.155,-77.208
Hermosillo PV Solar Park,100,Solar,2018,28.9622,-111.503
Janaúba Solar Complex,50,Solar,2022,-15.9548,-43.5011
La Jacinta Solar Plant,65,Solar,2015,-31.4315,-57.9088
Los Llanos Solar Forest,99.9,Solar,2022,4.1395,-73.6317
Five Wells Solar Center,355,Solar,2023,30.9986,-97.259
Janaúba Solar Complex,50,Solar,2022,-15.9468,-43.5181
San Juan Solar Plant,100,Solar,2022,10.8148,-73.0845
Solar Electric Generating Station,30,Solar,1988,35.0148,-117.5659
Blythe (Clearway) solar farm,20,Solar,2017,33.6187,-114.6962
Puerto Peñasco Solar Project,300,Solar,2023,29.0903,-110.987
Carmen Aljaval solar farm,223,Solar,2018,18.6534,-91.8403
Janaúba Solar Complex,50,Solar,2022,-15.9728,-43.5143
Montague Solar,162,Solar,2023,45.5401,-120.18
Rosamond solar farm,20,Solar,2014,34.904,-118.253
Nova Olinda Solar Power Plant,30,Solar,2017,-7.9272,-42.6127
Midway (California) solar farm,30,Solar,2017,33.158,-115.541
Mccoy Solar Energy Project Hybrid,21,Solar,2016,33.6947,-114.7397
Solar Star 2,48,Solar,2014,34.8486,-118.3528
Grange Hall Solar,61,Solar,2019,27.682,-82.207
Ruta Del Sol solar farm,300,Solar,2022,4.9491,-74.5938
Loggerhead Solar Energy Center,74,Solar,2018,27.2378,-80.5414
Laurel Oaks solar farm,61,Solar,2022,27.92,-82.07
Albemarle Beach Solar,80,Solar,2020,35.903,-76.647
Guanajuato Mexsolar solar farm,30,Solar,2018,21.0632,-100.5641
Morrosquillos Solar Plant,20,Solar,2022,9.2118,-75.1916
American Kings Solar,128,Solar,2020,36.2401,-119.898
Bellflower Solar,152,Solar,2023,39.795,-85.416
Happy Solar 1,95,Solar,2023,35.1677,-91.6603
Ituverava Solar Plant,28,Solar,2017,-12.5873,-44.1069
Villanueva Solar Park,275,Solar,2018,25.5607,-103.051
Fifth Standard Solar,150,Solar,2023,36.1532,-120.1045
Prairie Sunlight solar farm,25,Solar,2020,49.9914,-112.059
Serra Do Mel Solar Plant,65,Solar,2023,-5.1436,-37.1583
Copper Mountain Solar 5,252,Solar,2021,35.7763,-114.9737
Ivanpah Solar Electric Generating System,117,Solar,2013,35.5331,-115.4525
Stardale solar farm,33,Solar,2012,45.4962,-74.5232
Lake Placid Solar Power Plant,45,Solar,2019,27.3311,-81.364
Villa María del Río Seco solar farm,20,Solar,2022,-29.9887,-63.7679
Upton County Solar,150,Solar,2017,31.252,-102.266
Alex Solar Complex,31,Solar,2021,-5.2522,-37.9896
Dogwood Solar,20,Solar,2014,36.121,-77.404
Great Valley Solar Portfolio Holdings,20,Solar,2017,36.5812,-120.3796
Lar Do Sol Solar Plant,50,Solar,2022,-17.3758,-44.6829
Hokes solar farm,20,Solar,2023,39.9254,-76.7838
Serra Do Mel Solar Plant,65,Solar,2023,-5.2834,-37.1196
Southfork Solar,74,Solar,2020,27.5732,-82.1914
Slate Hybrid solar farm,50,Solar,2021,36.227,-119.8948
Pirapora Solar Complex,31,Solar,2018,-17.4087,-44.8854
Great Valley Solar Portfolio Holdings,102,Solar,2018,36.5812,-120.3796
Mulligan Solar,70,Solar,2022,40.0939,-89.4204
Santa Fe Solar Power Plant,75,Solar,2021,29.871,-82.723
Assembly Solar Project,50,Solar,2020,43.022,-83.955
Coromandel solar farm,30,Solar,2022,-18.4197,-47.0636
Grand View Solar Two,60,Solar,2016,43.0186,-116.0071
Hawtree Solar,65,Solar,2021,36.533,-78.105
Little Bear solar farm,50,Solar,2020,36.716,-120.415
São Pedro Solar Plant,34,Solar,2018,-13.3227,-43.2951
Water Strider Solar,80,Solar,2021,37.0164,-79.0271
Janaúba Solar Complex,50,Solar,2022,-15.9488,-43.5018
Sertão Solar Barreiras solar farm,23.7,Solar,2019,-12.492,-45.7022
Bakersfield Solar,20,Solar,2015,35.1261,-119.2433
Hazlehurst solar farm,52,Solar,2016,31.8194,-82.6022
Emerald Grove solar farm,108,Solar,2022,31.0933,-102.3596
Bolivar PV Solar Forest,20,Solar,2023,10.6409,-75.0016
Webberville Solar Project,30,Solar,2011,30.2385,-97.5088
Versailles Cuatas solar farm,22.5,Solar,2020,24.0017,-104.5849
Bom Jesus Da Lapa Solar Park,24,Solar,2017,-13.3227,-43.354
Skipjack Solar Center,175,Solar,2022,37.383,-77.185
Tide Bay Solar,75,Solar,2023,27.7517,-81.8629
High Springs Solar Power Plant,75,Solar,2023,29.8101,-82.6398
Prospero Solar,250,Solar,2021,32.2758,-102.8448
Bluegrass Solar,80,Solar,2022,39.1788,-75.9609
Penonome PV Solar Plant,120,Solar,2021,8.6792,-80.2489
California Valley Solar Ranch,32,Solar,2013,35.3237,-119.9166
Grandy solar farm,20,Solar,2020,36.2336,-75.8808
Grasshopper Solar,80,Solar,2020,36.8501,-78.45
São Gonçalo Solar Park,50,Solar,2020,-10.1077,-45.2997
Antelope Big Sky Ranch solar farm,20,Solar,2016,34.6948,-118.2877
Pedranópolis PV Solar Complex,30,Solar,2022,-20.193,-50.0484
Copper Mountain Solar 3,26,Solar,2014,35.8894,-114.9579
Saujil Photovoltaic Solar Park,27,Solar,2018,-28.162,-66.2212
Allora Solar,75,Solar,2023,33.8993,-81.4005
Moquegua PV Solar Plant,20,Solar,2014,-17.543,-71.024
Futura Solar Complex,31,Solar,2022,-9.6866,-40.6644
Cattle Ranch solar farm,74,Solar,2020,27.3219,-81.8091
Janaúba Solar Complex,50,Solar,2022,-15.9368,-43.5036
California Valley Solar Ranch,87,Solar,2013,35.3237,-119.9166
Stateline Solar,34,Solar,2015,35.6001,-115.4001
Elora Solar,150,Solar,2022,35.0601,-86.34
Lone Star Solar,66,Solar,2023,33.6488,-80.6391
Kings Bay Solar Facility,30,Solar,2016,30.8276,-81.5562
East Chili solar farm,20,Solar,2023,40.9888,-76.7929
Antelope Dsr solar farm,50,Solar,2016,34.6556,-118.2807
Futura Solar Complex,31,Solar,2022,-9.6903,-40.6863
Sobral Photovoltaic Solar Power Plant,35,Solar,2017,-8.2889,-42.3697
Guernsey Solar Station,20,Solar,2013,36.1639,-119.6506
Pecan Solar,75,Solar,2018,36.481,-77.4812
Sol Del Desierto Solar Plant,244,Solar,2022,-22.3445,-69.6616
New Market (Ohio) solar farm,65,Solar,2023,39.0718,-83.7961
Alex Solar Complex,31,Solar,2021,-5.2383,-37.9854
Desert Sunlight 300 solar farm,23,Solar,2014,33.8231,-115.3939
LeGore Bridge Solar Center,20,Solar,2023,39.5724,-77.3079
Blythe (NextEra) solar farm,36,Solar,2016,33.6801,-114.742
Boa Esperanca solar farm,85,Solar,2023,-16.7231,-43.8473
Phobos Solar,79,Solar,2023,35.8829,-78.155
Horus Energy PV Solar Plant,58,Solar,2015,14.0533,-90.3544
Magdalena solar farm,220,Solar,2019,19.5523,-98.3522
Bonnie Mine Solar,38,Solar,2019,27.878,-81.915
Silver State Solar Power South,26,Solar,2016,35.604,-115.341
Malgarida PV Solar Project,119,Solar,2021,-26.278,-69.961
Mendubim Solar Project,28,Solar,2023,-5.6182,-37.0408
Castilla Solar Park,21,Solar,2019,3.8901,-73.6889
Fayetteville Solar,23,Solar,2015,34.8344,-78.8436
Encino Solar Energy Center,55,Solar,2020,35.354,-106.858
Solar Oasis,20,Solar,2016,34.666,-118.088
El Soco solar farm,50,Solar,2022,18.4472,-69.1874
Whitetail Solar,20,Solar,2020,39.895,-77.8061
Rio Bravo Solar,20,Solar,2016,35.4225,-119.6292
Cement City Solar,20,Solar,2023,42.0845,-84.1353
Jicarilla Solar,50,Solar,2022,36.1411,-107.1712
Mendubim Solar Project,32,Solar,2023,-5.6262,-37.0286
Floresta Photovoltaic Solar Power Plant,32,Solar,2017,-4.9643,-36.9106
Serra Do Mato Solar Park,41,Solar,2022,-5.1218,-37.2087
Janaúba Solar Complex,50,Solar,2022,-15.9229,-43.5345
Stateline Solar,38,Solar,2016,35.6001,-115.4001
Copper Mountain Solar 2,30,Solar,2012,35.7864,-114.9628
Moapa Southern Paiute solar farm,250,Solar,2016,36.5301,-114.7703
AT Solar Park,180,Solar,2020,29.9568,-112.6523
Little Manatee River Solar,74,Solar,2020,27.6799,-82.4106
Bom Jesus Da Lapa Solar Park,25,Solar,2018,-13.3272,-43.3572
Lapa Solar Park,39,Solar,2017,-13.3201,-43.3682
Cameron (EDP) Solar,20,Solar,2017,33.574,-80.707
Babcock Solar Energy Center Hybrid,74,Solar,2016,26.865,-81.741
Tepuy solar farm,83,Solar,2023,5.4689,-74.6711
Sonny Solar,40,Solar,2023,34.052,-82.7222
East Nash Solar,23,Solar,2023,35.9557,-78.0936
Hardin Solar Energy,150,Solar,2021,40.6595,-83.8137
Demille solar farm,28,Solar,2017,43.0401,-83.3333
Pedranópolis PV Solar Complex,30,Solar,2022,-20.1946,-50.0407
Alpaugh solar farm,20,Solar,2012,35.9025,-119.4428
Holtwood solar farm,20,Solar,2023,39.832,-76.3275
Guaimbé Solar Park,30,Solar,2018,-21.8857,-49.8696
Northern Preserve Solar,74,Solar,2020,30.232,-82.25
Energía Limpia De La Laguna solar farm,35,Solar,2019,25.965,-103.382
Vandenberg Solar Project,25,Solar,2017,34.7497,-120.51
Salsipuedes PV solar farm,30,Solar,2020,22.6196,-100.861
Bocas Solar Plant San Luis Potosí,30,Solar,2016,22.518,-101.022
North 301 Solar,20,Solar,2019,36.213,-77.624
Project Parker solar farm,270,Solar,2023,31.5196,-97.1194
Cereal City Solar,100,Solar,2023,42.3058,-85.0323
Xoxocotla solar farm,70,Solar,2019,18.7564,-99.0703
San Felipe Tolima Solar Park,90,Solar,2023,5.1275,-74.8981
Samson Solar Energy,200,Solar,2023,33.251,-95.1934
Drew Solar,100,Solar,2022,32.6872,-115.6656
Solar Electric Generating Station,80,Solar,1989,35.0308,-117.3563
Cauchari Solar Power Complex,105,Solar,2020,-24.0915,-66.7248
Mendubim Solar Project,55,Solar,2023,-5.6318,-37.0567
Sertão solar farm,30,Solar,2017,-8.5504,-42.2927
Wistaria Ranch Solar,107,Solar,2018,32.676,-115.619
Libertad solar farm,55,Solar,2023,-23.8642,-69.128
Cove Mountain Solar,122,Solar,2020,37.6386,-113.6371
Mount solar farm (United States),154,Solar,2020,32.6685,-115.6292
Yellowbud Solar,274,Solar,2023,39.5025,-83.0656
Newport Solar Project,180,Solar,2023,35.6689,-91.1871
Sertão Solar Barreiras solar farm,23.7,Solar,2019,-12.3202,-45.7218
AES Waikoloa Solar Hybrid,30,Solar,2023,19.902,-155.764
Blackwater River Solar Energy Center,74,Solar,2023,30.6469,-86.9382
High Desert Hybrid solar farm,100,Solar,2021,34.6365,-117.3724
Los Llanos Solar Forest,25,Solar,2022,3.464,-73.1386
Fundacion (Latamsolar) solar farm,100,Solar,2021,10.4631,-74.6158
Lake Mabel Solar,74,Solar,2023,27.9788,-81.6102
LaFayette Solar Farm,79,Solar,2017,32.8763,-85.3882
